Currency,Units per USD,USD per unit,Date
PEN,3.735,0.268,2022-02-22
PHP,51.314,0.019,2022-02-22
PLN,4.011,0.249,2022-02-22
SGD,1.345,0.743,2022-02-22
NZD,1.482,0.675,2022-02-22
AUD,1.38,0.725,2022-02-23
CAD,1.272,0.786,2022-02-23
CHF,0.918,1.09,2022-02-23
CNY,6.315,0.158,2022-02-23
EUR,0.884,1.132,2022-02-23
GBP,0.738,1.355,2022-02-23
HKD,7.806,0.128,2022-02-23
INR,74.613,0.013,2022-02-23
MXN,20.247,0.049,2022-02-23
PEN,3.729,0.268,2022-02-23
PHP,51.107,0.02,2022-02-23
PLN,4.044,0.247,2022-02-23
SGD,1.345,0.743,2022-02-23
NZD,1.474,0.678,2022-02-23
AUD,1.403,0.713,2022-02-24
CAD,1.285,0.778,2022-02-24
CHF,0.927,1.079,2022-02-24
CNY,6.329,0.158,2022-02-24
EUR,0.897,1.115,2022-02-24
GBP,0.749,1.335,2022-02-24
HKD,7.808,0.128,2022-02-24
INR,75.667,0.013,2022-02-24
MXN,20.651,0.048,2022-02-24
PEN,3.757,0.266,2022-02-24
PHP,51.471,0.019,2022-02-24
PLN,4.212,0.237,2022-02-24
SGD,1.358,0.736,2022-02-24
NZD,1.504,0.665,2022-02-24
AUD,1.386,0.722,2022-02-25
CAD,1.274,0.785,2022-02-25
CHF,0.927,1.078,2022-02-25
CNY,6.317,0.158,2022-02-25
EUR,0.888,1.126,2022-02-25
GBP,0.746,1.34,2022-02-25
HKD,7.809,0.128,2022-02-25
INR,75.095,0.013,2022-02-25
MXN,20.415,0.049,2022-02-25
PEN,3.767,0.265,2022-02-25
PHP,51.282,0.02,2022-02-25
PLN,4.127,0.242,2022-02-25
SGD,1.354,0.739,2022-02-25
NZD,1.484,0.674,2022-02-25
AUD,1.384,0.723,2022-02-26
CAD,1.272,0.786,2022-02-26
CHF,0.926,1.08,2022-02-26
CNY,6.317,0.158,2022-02-26
EUR,0.887,1.127,2022-02-26
GBP,0.746,1.341,2022-02-26
HKD,7.809,0.128,2022-02-26
INR,75.094,0.013,2022-02-26
MXN,20.352,0.049,2022-02-26
PEN,3.799,0.263,2022-02-26
PHP,51.331,0.019,2022-02-26
PLN,4.111,0.243,2022-02-26
SGD,1.354,0.739,2022-02-26
NZD,1.482,0.675,2022-02-26
AUD,1.387,0.721,2022-02-27
CAD,1.272,0.786,2022-02-27
CHF,0.926,1.08,2022-02-27
CNY,6.317,0.158,2022-02-27
EUR,0.887,1.127,2022-02-27
GBP,0.746,1.341,2022-02-27
HKD,7.809,0.128,2022-02-27
INR,75.11,0.013,2022-02-27
MXN,20.35,0.049,2022-02-27
PEN,3.799,0.263,2022-02-27
PHP,51.334,0.019,2022-02-27
PLN,4.107,0.244,2022-02-27
SGD,1.354,0.739,2022-02-27
NZD,1.483,0.674,2022-02-27
AUD,1.377,0.726,2022-02-28
CAD,1.266,0.79,2022-02-28
CHF,0.918,1.089,2022-02-28
CNY,6.309,0.158,2022-02-28
EUR,0.891,1.122,2022-02-28
GBP,0.745,1.342,2022-02-28
HKD,7.814,0.128,2022-02-28
INR,75.482,0.013,2022-02-28
MXN,20.407,0.049,2022-02-28
PEN,3.798,0.263,2022-02-28
PHP,51.273,0.02,2022-02-28
PLN,4.178,0.239,2022-02-28
SGD,1.355,0.738,2022-02-28
NZD,1.477,0.677,2022-02-28
AUD,1.38,0.725,2022-03-01
CAD,1.271,0.787,2022-03-01
CHF,0.919,1.088,2022-03-01
CNY,6.313,0.158,2022-03-01
EUR,0.901,1.11,2022-03-01
GBP,0.751,1.332,2022-03-01
HKD,7.817,0.128,2022-03-01
INR,75.859,0.013,2022-03-01
MXN,20.584,0.049,2022-03-01
PEN,3.782,0.264,2022-03-01
PHP,51.366,0.019,2022-03-01
PLN,4.274,0.234,2022-03-01
SGD,1.358,0.736,2022-03-01
NZD,1.481,0.675,2022-03-01
AUD,1.373,0.728,2022-03-02
CAD,1.266,0.79,2022-03-02
CHF,0.922,1.085,2022-03-02
CNY,6.321,0.158,2022-03-02
EUR,0.9,1.111,2022-03-02
GBP,0.748,1.337,2022-03-02
HKD,7.813,0.128,2022-03-02
INR,75.603,0.013,2022-03-02
MXN,20.636,0.048,2022-03-02
PEN,3.775,0.265,2022-03-02
PHP,51.505,0.019,2022-03-02
PLN,4.268,0.234,2022-03-02
SGD,1.356,0.738,2022-03-02
NZD,1.475,0.678,2022-03-02
AUD,1.367,0.732,2022-03-03
CAD,1.267,0.789,2022-03-03
CHF,0.921,1.086,2022-03-03
CNY,6.32,0.158,2022-03-03
EUR,0.905,1.106,2022-03-03
GBP,0.751,1.332,2022-03-03
HKD,7.815,0.128,2022-03-03
INR,75.96,0.013,2022-03-03
MXN,20.719,0.048,2022-03-03
PEN,3.716,0.269,2022-03-03
PHP,51.663,0.019,2022-03-03
PLN,4.347,0.23,2022-03-03
SGD,1.358,0.736,2022-03-03
NZD,1.473,0.679,2022-03-03
AUD,1.359,0.736,2022-03-04
CAD,1.276,0.784,2022-03-04
CHF,0.918,1.089,2022-03-04
CNY,6.32,0.158,2022-03-04
EUR,0.916,1.091,2022-03-04
GBP,0.757,1.321,2022-03-04
HKD,7.814,0.128,2022-03-04
INR,76.446,0.013,2022-03-04
MXN,20.935,0.048,2022-03-04
PEN,3.765,0.266,2022-03-04
PHP,52.052,0.019,2022-03-04
PLN,4.445,0.225,2022-03-04
SGD,1.361,0.735,2022-03-04
NZD,1.461,0.684,2022-03-04
AUD,1.356,0.737,2022-03-05
CAD,1.273,0.786,2022-03-05
CHF,0.917,1.091,2022-03-05
CNY,6.318,0.158,2022-03-05
EUR,0.915,1.093,2022-03-05
GBP,0.756,1.323,2022-03-05
HKD,7.814,0.128,2022-03-05
INR,76.412,0.013,2022-03-05
MXN,20.955,0.048,2022-03-05
PEN,3.753,0.266,2022-03-05
PHP,51.751,0.019,2022-03-05
PLN,4.479,0.223,2022-03-05
SGD,1.36,0.735,2022-03-05
NZD,1.458,0.686,2022-03-05
AUD,1.357,0.737,2022-03-06
CAD,1.274,0.785,2022-03-06
CHF,0.916,1.091,2022-03-06
CNY,6.319,0.158,2022-03-06
EUR,0.914,1.094,2022-03-06
GBP,0.756,1.323,2022-03-06
HKD,7.814,0.128,2022-03-06
INR,76.425,0.013,2022-03-06
MXN,20.951,0.048,2022-03-06
PEN,3.753,0.266,2022-03-06
PHP,51.739,0.019,2022-03-06
PLN,4.483,0.223,2022-03-06
SGD,1.36,0.735,2022-03-06
NZD,1.457,0.686,2022-03-06
AUD,1.366,0.732,2022-03-07
CAD,1.277,0.783,2022-03-07
CHF,0.927,1.079,2022-03-07
CNY,6.321,0.158,2022-03-07
EUR,0.921,1.086,2022-03-07
GBP,0.763,1.311,2022-03-07
HKD,7.817,0.128,2022-03-07
INR,76.929,0.013,2022-03-07
MXN,21.238,0.047,2022-03-07
PEN,3.751,0.267,2022-03-07
PHP,52.266,0.019,2022-03-07
PLN,4.598,0.217,2022-03-07
SGD,1.362,0.734,2022-03-07
NZD,1.465,0.682,2022-03-07
AUD,1.377,0.726,2022-03-08
CAD,1.289,0.776,2022-03-08
CHF,0.93,1.075,2022-03-08
CNY,6.318,0.158,2022-03-08
EUR,0.919,1.088,2022-03-08
GBP,0.763,1.31,2022-03-08
HKD,7.82,0.128,2022-03-08
INR,77.074,0.013,2022-03-08
MXN,21.398,0.047,2022-03-08
PEN,3.728,0.268,2022-03-08
PHP,52.275,0.019,2022-03-08
PLN,4.535,0.221,2022-03-08
SGD,1.366,0.732,2022-03-08
NZD,1.468,0.681,2022-03-08
AUD,1.366,0.732,2022-03-09
CAD,1.281,0.78,2022-03-09
CHF,0.926,1.079,2022-03-09
CNY,6.318,0.158,2022-03-09
EUR,0.903,1.107,2022-03-09
GBP,0.76,1.316,2022-03-09
HKD,7.82,0.128,2022-03-09
INR,76.357,0.013,2022-03-09
MXN,20.956,0.048,2022-03-09
PEN,3.718,0.269,2022-03-09
PHP,52.016,0.019,2022-03-09
PLN,4.31,0.232,2022-03-09
SGD,1.358,0.737,2022-03-09
NZD,1.461,0.685,2022-03-09
AUD,1.358,0.736,2022-03-10
CAD,1.277,0.783,2022-03-10
CHF,0.93,1.076,2022-03-10
CNY,6.323,0.158,2022-03-10
EUR,0.909,1.1,2022-03-10
GBP,0.763,1.311,2022-03-10
HKD,7.822,0.128,2022-03-10
INR,76.41,0.013,2022-03-10
MXN,20.984,0.048,2022-03-10
PEN,3.725,0.268,2022-03-10
PHP,52.204,0.019,2022-03-10
PLN,4.35,0.23,2022-03-10
SGD,1.359,0.736,2022-03-10
NZD,1.456,0.687,2022-03-10
AUD,1.369,0.731,2022-03-11
CAD,1.272,0.786,2022-03-11
CHF,0.933,1.072,2022-03-11
CNY,6.339,0.158,2022-03-11
EUR,0.914,1.094,2022-03-11
GBP,0.766,1.306,2022-03-11
HKD,7.828,0.128,2022-03-11
INR,76.61,0.013,2022-03-11
MXN,20.971,0.048,2022-03-11
PEN,3.688,0.271,2022-03-11
PHP,52.368,0.019,2022-03-11
PLN,4.374,0.229,2022-03-11
SGD,1.362,0.734,2022-03-11
NZD,1.466,0.682,2022-03-11
AUD,1.372,0.729,2022-03-12
CAD,1.276,0.784,2022-03-12
CHF,0.936,1.069,2022-03-12
CNY,6.34,0.158,2022-03-12
EUR,0.916,1.091,2022-03-12
GBP,0.767,1.304,2022-03-12
HKD,7.829,0.128,2022-03-12
INR,76.682,0.013,2022-03-12
MXN,20.92,0.048,2022-03-12
PEN,3.701,0.27,2022-03-12
PHP,52.307,0.019,2022-03-12
PLN,4.385,0.228,2022-03-12
SGD,1.356,0.737,2022-03-12
NZD,1.469,0.681,2022-03-12
AUD,1.37,0.73,2022-03-13
CAD,1.275,0.785,2022-03-13
CHF,0.935,1.07,2022-03-13
CNY,6.34,0.158,2022-03-13
EUR,0.916,1.092,2022-03-13
GBP,0.767,1.304,2022-03-13
HKD,7.829,0.128,2022-03-13
INR,76.681,0.013,2022-03-13
MXN,20.919,0.048,2022-03-13
PEN,3.701,0.27,2022-03-13
PHP,52.314,0.019,2022-03-13
PLN,4.384,0.228,2022-03-13
SGD,1.348,0.742,2022-03-13
NZD,1.469,0.681,2022-03-13
AUD,1.382,0.723,2022-03-14
CAD,1.277,0.783,2022-03-14
CHF,0.936,1.069,2022-03-14
CNY,6.364,0.157,2022-03-14
EUR,0.911,1.098,2022-03-14
GBP,0.766,1.305,2022-03-14
HKD,7.83,0.128,2022-03-14
INR,76.478,0.013,2022-03-14
MXN,20.892,0.048,2022-03-14
PEN,3.705,0.27,2022-03-14
PHP,52.388,0.019,2022-03-14
PLN,4.299,0.233,2022-03-14
SGD,1.364,0.733,2022-03-14
NZD,1.473,0.679,2022-03-14
AUD,1.39,0.72,2022-03-15
CAD,1.28,0.781,2022-03-15
CHF,0.941,1.062,2022-03-15
CNY,6.37,0.157,2022-03-15
EUR,0.911,1.098,2022-03-15
GBP,0.765,1.307,2022-03-15
HKD,7.827,0.128,2022-03-15
INR,76.421,0.013,2022-03-15
MXN,20.859,0.048,2022-03-15
PEN,3.725,0.268,2022-03-15
PHP,52.322,0.019,2022-03-15
PLN,4.309,0.232,2022-03-15
SGD,1.366,0.732,2022-03-15
NZD,1.476,0.677,2022-03-15
AUD,1.379,0.725,2022-03-16
CAD,1.274,0.785,2022-03-16
CHF,0.941,1.062,2022-03-16
CNY,6.352,0.157,2022-03-16
EUR,0.91,1.099,2022-03-16
GBP,0.764,1.31,2022-03-16
HKD,7.82,0.128,2022-03-16
INR,76.202,0.013,2022-03-16
MXN,20.721,0.048,2022-03-16
PEN,3.714,0.269,2022-03-16
PHP,52.208,0.019,2022-03-16
PLN,4.257,0.235,2022-03-16
SGD,1.361,0.735,2022-03-16
NZD,1.469,0.681,2022-03-16
AUD,1.355,0.738,2022-03-17
CAD,1.265,0.791,2022-03-17
CHF,0.936,1.069,2022-03-17
CNY,6.347,0.158,2022-03-17
EUR,0.901,1.11,2022-03-17
GBP,0.761,1.315,2022-03-17
HKD,7.817,0.128,2022-03-17
INR,75.939,0.013,2022-03-17
MXN,20.564,0.049,2022-03-17
PEN,3.725,0.268,2022-03-17
PHP,52.242,0.019,2022-03-17
PLN,4.208,0.238,2022-03-17
SGD,1.354,0.738,2022-03-17
NZD,1.452,0.689,2022-03-17
AUD,1.351,0.74,2022-03-18
CAD,1.264,0.791,2022-03-18
CHF,0.934,1.07,2022-03-18
CNY,6.36,0.157,2022-03-18
EUR,0.905,1.104,2022-03-18
GBP,0.759,1.317,2022-03-18
HKD,7.823,0.128,2022-03-18
INR,76.064,0.013,2022-03-18
MXN,20.412,0.049,2022-03-18
PEN,3.774,0.265,2022-03-18
PHP,52.352,0.019,2022-03-18
PLN,4.264,0.235,2022-03-18
SGD,1.356,0.737,2022-03-18
NZD,1.45,0.69,2022-03-18
AUD,1.347,0.742,2022-03-19
CAD,1.261,0.793,2022-03-19
CHF,0.932,1.073,2022-03-19
CNY,6.361,0.157,2022-03-19
EUR,0.904,1.106,2022-03-19
GBP,0.759,1.318,2022-03-19
HKD,7.825,0.128,2022-03-19
INR,76.032,0.013,2022-03-19
MXN,20.357,0.049,2022-03-19
PEN,3.768,0.265,2022-03-19
PHP,52.388,0.019,2022-03-19
PLN,4.266,0.234,2022-03-19
SGD,1.356,0.738,2022-03-19
NZD,1.448,0.691,2022-03-19
AUD,1.348,0.742,2022-03-20
CAD,1.261,0.793,2022-03-20
CHF,0.932,1.073,2022-03-20
CNY,6.361,0.157,2022-03-20
EUR,0.904,1.106,2022-03-20
GBP,0.759,1.318,2022-03-20
HKD,7.825,0.128,2022-03-20
INR,75.971,0.013,2022-03-20
MXN,20.362,0.049,2022-03-20
PEN,3.783,0.264,2022-03-20
PHP,52.323,0.019,2022-03-20
PLN,4.267,0.234,2022-03-20
SGD,1.356,0.737,2022-03-20
NZD,1.447,0.691,2022-03-20
AUD,1.349,0.741,2022-03-21
CAD,1.258,0.795,2022-03-21
CHF,0.931,1.074,2022-03-21
CNY,6.358,0.157,2022-03-21
EUR,0.905,1.104,2022-03-21
GBP,0.757,1.32,2022-03-21
HKD,7.825,0.128,2022-03-21
INR,76.223,0.013,2022-03-21
MXN,20.295,0.049,2022-03-21
PEN,3.788,0.264,2022-03-21
PHP,52.372,0.019,2022-03-21
PLN,4.25,0.235,2022-03-21
SGD,1.355,0.738,2022-03-21
NZD,1.449,0.69,2022-03-21
AUD,1.345,0.744,2022-03-22
CAD,1.261,0.793,2022-03-22
CHF,0.933,1.072,2022-03-22
CNY,6.367,0.157,2022-03-22
EUR,0.907,1.102,2022-03-22
GBP,0.754,1.326,2022-03-22
HKD,7.827,0.128,2022-03-22
INR,76.096,0.013,2022-03-22
MXN,20.265,0.049,2022-03-22
PEN,3.768,0.265,2022-03-22
PHP,52.375,0.019,2022-03-22
PLN,4.245,0.236,2022-03-22
SGD,1.357,0.737,2022-03-22
NZD,1.441,0.694,2022-03-22
AUD,1.334,0.75,2022-03-23
CAD,1.256,0.796,2022-03-23
CHF,0.932,1.073,2022-03-23
CNY,6.373,0.157,2022-03-23
EUR,0.909,1.1,2022-03-23
GBP,0.757,1.321,2022-03-23
HKD,7.825,0.128,2022-03-23
INR,76.47,0.013,2022-03-23
MXN,20.165,0.05,2022-03-23
PEN,3.774,0.265,2022-03-23
PHP,52.41,0.019,2022-03-23
PLN,4.28,0.234,2022-03-23
SGD,1.358,0.737,2022-03-23
NZD,1.434,0.697,2022-03-23
AUD,1.332,0.751,2022-03-24
CAD,1.253,0.798,2022-03-24
CHF,0.931,1.074,2022-03-24
CNY,6.368,0.157,2022-03-24
EUR,0.909,1.101,2022-03-24
GBP,0.758,1.318,2022-03-24
HKD,7.824,0.128,2022-03-24
INR,76.223,0.013,2022-03-24
MXN,20.126,0.05,2022-03-24
PEN,3.756,0.266,2022-03-24
PHP,52.282,0.019,2022-03-24
PLN,4.301,0.232,2022-03-24
SGD,1.357,0.737,2022-03-24
NZD,1.437,0.696,2022-03-24
AUD,1.332,0.751,2022-03-25
CAD,1.251,0.8,2022-03-25
CHF,0.93,1.075,2022-03-25
CNY,6.366,0.157,2022-03-25
EUR,0.91,1.099,2022-03-25
GBP,0.758,1.32,2022-03-25
HKD,7.828,0.128,2022-03-25
INR,76.265,0.013,2022-03-25
MXN,19.937,0.05,2022-03-25
PEN,3.736,0.268,2022-03-25
PHP,52.144,0.019,2022-03-25
PLN,4.298,0.233,2022-03-25
SGD,1.357,0.737,2022-03-25
NZD,1.438,0.695,2022-03-25
AUD,1.331,0.751,2022-03-26
CAD,1.248,0.801,2022-03-26
CHF,0.93,1.075,2022-03-26
CNY,6.366,0.157,2022-03-26
EUR,0.911,1.098,2022-03-26
GBP,0.758,1.319,2022-03-26
HKD,7.829,0.128,2022-03-26
INR,76.273,0.013,2022-03-26
MXN,20.035,0.05,2022-03-26
PEN,3.737,0.268,2022-03-26
PHP,52.135,0.019,2022-03-26
PLN,4.26,0.235,2022-03-26
SGD,1.358,0.736,2022-03-26
NZD,1.434,0.697,2022-03-26
AUD,1.336,0.748,2022-03-27
CAD,1.249,0.801,2022-03-27
CHF,0.929,1.076,2022-03-27
CNY,6.366,0.157,2022-03-27
EUR,0.914,1.094,2022-03-27
GBP,0.758,1.319,2022-03-27
HKD,7.829,0.128,2022-03-27
INR,76.276,0.013,2022-03-27
MXN,20.036,0.05,2022-03-27
PEN,3.737,0.268,2022-03-27
PHP,52.132,0.019,2022-03-27
PLN,4.259,0.235,2022-03-27
SGD,1.358,0.736,2022-03-27
NZD,1.434,0.697,2022-03-27
AUD,1.336,0.748,2022-03-28
CAD,1.255,0.797,2022-03-28
CHF,0.934,1.07,2022-03-28
CNY,6.372,0.157,2022-03-28
EUR,0.911,1.097,2022-03-28
GBP,0.764,1.309,2022-03-28
HKD,7.83,0.128,2022-03-28
INR,76.1,0.013,2022-03-28
MXN,20.138,0.05,2022-03-28
PEN,3.73,0.268,2022-03-28
PHP,52.053,0.019,2022-03-28
PLN,4.286,0.233,2022-03-28
SGD,1.361,0.735,2022-03-28
NZD,1.45,0.69,2022-03-28
AUD,1.332,0.751,2022-03-29
CAD,1.251,0.799,2022-03-29
CHF,0.93,1.075,2022-03-29
CNY,6.363,0.157,2022-03-29
EUR,0.9,1.111,2022-03-29
GBP,0.762,1.313,2022-03-29
HKD,7.827,0.128,2022-03-29
INR,75.604,0.013,2022-03-29
MXN,20.011,0.05,2022-03-29
PEN,3.719,0.269,2022-03-29
PHP,51.962,0.019,2022-03-29
PLN,4.197,0.238,2022-03-29
SGD,1.355,0.738,2022-03-29
NZD,1.444,0.693,2022-03-29
AUD,1.332,0.751,2022-03-30
CAD,1.25,0.8,2022-03-30
CHF,0.923,1.083,2022-03-30
CNY,6.348,0.158,2022-03-30
EUR,0.896,1.116,2022-03-30
GBP,0.76,1.315,2022-03-30
HKD,7.827,0.128,2022-03-30
INR,75.781,0.013,2022-03-30
MXN,19.833,0.05,2022-03-30
PEN,3.733,0.268,2022-03-30
PHP,51.962,0.019,2022-03-30
PLN,4.157,0.241,2022-03-30
SGD,1.353,0.739,2022-03-30
NZD,1.434,0.698,2022-03-30
AUD,1.334,0.75,2022-03-31
CAD,1.248,0.801,2022-03-31
CHF,0.921,1.086,2022-03-31
CNY,6.341,0.158,2022-03-31
EUR,0.901,1.11,2022-03-31
GBP,0.76,1.315,2022-03-31
HKD,7.832,0.128,2022-03-31
INR,75.9,0.013,2022-03-31
MXN,19.918,0.05,2022-03-31
PEN,3.714,0.269,2022-03-31
PHP,51.792,0.019,2022-03-31
PLN,4.186,0.239,2022-03-31
SGD,1.354,0.739,2022-03-31
NZD,1.44,0.694,2022-03-31
AUD,1.335,0.749,2022-04-01
CAD,1.251,0.8,2022-04-01
CHF,0.926,1.08,2022-04-01
CNY,6.363,0.157,2022-04-01
EUR,0.906,1.104,2022-04-01
GBP,0.763,1.311,2022-04-01
HKD,7.835,0.128,2022-04-01
INR,75.991,0.013,2022-04-01
MXN,19.84,0.05,2022-04-01
PEN,3.679,0.272,2022-04-01
PHP,51.599,0.019,2022-04-01
PLN,4.206,0.238,2022-04-01
SGD,1.357,0.737,2022-04-01
NZD,1.447,0.691,2022-04-01
AUD,1.335,0.749,2022-04-02
CAD,1.252,0.799,2022-04-02
CHF,0.926,1.08,2022-04-02
CNY,6.363,0.157,2022-04-02
EUR,0.905,1.105,2022-04-02
GBP,0.762,1.311,2022-04-02
HKD,7.834,0.128,2022-04-02
INR,75.978,0.013,2022-04-02
MXN,19.857,0.05,2022-04-02
PEN,3.65,0.274,2022-04-02
PHP,51.6,0.019,2022-04-02
PLN,4.199,0.238,2022-04-02
SGD,1.357,0.737,2022-04-02
NZD,1.444,0.693,2022-04-02
AUD,1.333,0.75,2022-04-03
CAD,1.252,0.799,2022-04-03
CHF,0.926,1.08,2022-04-03
CNY,6.363,0.157,2022-04-03
EUR,0.905,1.105,2022-04-03
GBP,0.762,1.311,2022-04-03
HKD,7.834,0.128,2022-04-03
INR,75.979,0.013,2022-04-03
MXN,19.853,0.05,2022-04-03
PEN,3.639,0.275,2022-04-03
PHP,51.566,0.019,2022-04-03
PLN,4.196,0.238,2022-04-03
SGD,1.357,0.737,2022-04-03
NZD,1.443,0.693,2022-04-03
AUD,1.325,0.755,2022-04-04
CAD,1.249,0.8,2022-04-04
CHF,0.926,1.08,2022-04-04
CNY,6.363,0.157,2022-04-04
EUR,0.91,1.099,2022-04-04
GBP,0.762,1.311,2022-04-04
HKD,7.834,0.128,2022-04-04
INR,75.448,0.013,2022-04-04
MXN,19.747,0.051,2022-04-04
PEN,3.624,0.276,2022-04-04
PHP,51.348,0.019,2022-04-04
PLN,4.201,0.238,2022-04-04
SGD,1.357,0.737,2022-04-04
NZD,1.436,0.696,2022-04-04
AUD,1.316,0.76,2022-04-05
CAD,1.245,0.803,2022-04-05
CHF,0.929,1.076,2022-04-05
CNY,6.367,0.157,2022-04-05
EUR,0.916,1.092,2022-04-05
GBP,0.763,1.31,2022-04-05
HKD,7.835,0.128,2022-04-05
INR,75.353,0.013,2022-04-05
MXN,19.932,0.05,2022-04-05
PEN,3.678,0.272,2022-04-05
PHP,51.268,0.02,2022-04-05
PLN,4.248,0.235,2022-04-05
SGD,1.358,0.736,2022-04-05
NZD,1.435,0.697,2022-04-05
AUD,1.326,0.754,2022-04-06
CAD,1.25,0.8,2022-04-06
CHF,0.933,1.072,2022-04-06
CNY,6.36,0.157,2022-04-06
EUR,0.916,1.091,2022-04-06
GBP,0.764,1.308,2022-04-06
HKD,7.838,0.128,2022-04-06
INR,75.931,0.013,2022-04-06
MXN,20.049,0.05,2022-04-06
PEN,3.696,0.271,2022-04-06
PHP,51.383,0.019,2022-04-06
PLN,4.259,0.235,2022-04-06
SGD,1.359,0.736,2022-04-06
NZD,1.442,0.693,2022-04-06
AUD,1.338,0.747,2022-04-07
CAD,1.259,0.794,2022-04-07
CHF,0.933,1.071,2022-04-07
CNY,6.361,0.157,2022-04-07
EUR,0.918,1.09,2022-04-07
GBP,0.766,1.306,2022-04-07
HKD,7.837,0.128,2022-04-07
INR,75.921,0.013,2022-04-07
MXN,20.164,0.05,2022-04-07
PEN,3.714,0.269,2022-04-07
PHP,51.425,0.019,2022-04-07
PLN,4.26,0.235,2022-04-07
SGD,1.361,0.735,2022-04-07
NZD,1.452,0.689,2022-04-07
AUD,1.341,0.746,2022-04-08
CAD,1.258,0.795,2022-04-08
CHF,0.933,1.071,2022-04-08
CNY,6.365,0.157,2022-04-08
EUR,0.92,1.087,2022-04-08
GBP,0.767,1.303,2022-04-08
HKD,7.839,0.128,2022-04-08
INR,75.93,0.013,2022-04-08
MXN,20.081,0.05,2022-04-08
PEN,3.717,0.269,2022-04-08
PHP,51.593,0.019,2022-04-08
PLN,4.263,0.235,2022-04-08
SGD,1.363,0.734,2022-04-08
NZD,1.46,0.685,2022-04-08
AUD,1.342,0.745,2022-04-09
CAD,1.257,0.796,2022-04-09
CHF,0.934,1.07,2022-04-09
CNY,6.364,0.157,2022-04-09
EUR,0.92,1.088,2022-04-09
GBP,0.767,1.304,2022-04-09
HKD,7.839,0.128,2022-04-09
INR,75.942,0.013,2022-04-09
MXN,20.047,0.05,2022-04-09
PEN,3.712,0.269,2022-04-09
PHP,51.617,0.019,2022-04-09
PLN,4.263,0.235,2022-04-09
SGD,1.364,0.733,2022-04-09
NZD,1.46,0.685,2022-04-09
AUD,1.342,0.745,2022-04-10
CAD,1.257,0.795,2022-04-10
CHF,0.935,1.07,2022-04-10
CNY,6.361,0.157,2022-04-10
EUR,0.919,1.088,2022-04-10
GBP,0.767,1.303,2022-04-10
HKD,7.839,0.128,2022-04-10
INR,75.937,0.013,2022-04-10
MXN,20.049,0.05,2022-04-10
PEN,3.712,0.269,2022-04-10
PHP,51.595,0.019,2022-04-10
PLN,4.258,0.235,2022-04-10
SGD,1.364,0.733,2022-04-10
NZD,1.457,0.686,2022-04-10
AUD,1.347,0.742,2022-04-11
CAD,1.262,0.792,2022-04-11
CHF,0.931,1.074,2022-04-11
CNY,6.371,0.157,2022-04-11
EUR,0.92,1.088,2022-04-11
GBP,0.767,1.303,2022-04-11
HKD,7.838,0.128,2022-04-11
INR,75.888,0.013,2022-04-11
MXN,20.016,0.05,2022-04-11
PEN,3.711,0.269,2022-04-11
PHP,52.078,0.019,2022-04-11
PLN,4.28,0.234,2022-04-11
SGD,1.366,0.732,2022-04-11
NZD,1.465,0.683,2022-04-11
AUD,1.336,0.749,2022-04-12
CAD,1.261,0.793,2022-04-12
CHF,0.93,1.075,2022-04-12
CNY,6.368,0.157,2022-04-12
EUR,0.921,1.085,2022-04-12
GBP,0.767,1.303,2022-04-12
HKD,7.837,0.128,2022-04-12
INR,76.064,0.013,2022-04-12
MXN,19.842,0.05,2022-04-12
PEN,3.715,0.269,2022-04-12
PHP,52.05,0.019,2022-04-12
PLN,4.272,0.234,2022-04-12
SGD,1.362,0.734,2022-04-12
NZD,1.453,0.688,2022-04-12
AUD,1.347,0.742,2022-04-13
CAD,1.261,0.793,2022-04-13
CHF,0.934,1.071,2022-04-13
CNY,6.368,0.157,2022-04-13
EUR,0.921,1.086,2022-04-13
GBP,0.766,1.306,2022-04-13
HKD,7.839,0.128,2022-04-13
INR,76.155,0.013,2022-04-13
MXN,19.809,0.05,2022-04-13
PEN,3.74,0.267,2022-04-13
PHP,52.125,0.019,2022-04-13
PLN,4.274,0.234,2022-04-13
SGD,1.364,0.733,2022-04-13
NZD,1.475,0.678,2022-04-13
AUD,1.351,0.74,2022-04-14
CAD,1.263,0.792,2022-04-14
CHF,0.943,1.061,2022-04-14
CNY,6.379,0.157,2022-04-14
EUR,0.926,1.08,2022-04-14
GBP,0.766,1.305,2022-04-14
HKD,7.843,0.128,2022-04-14
INR,76.255,0.013,2022-04-14
MXN,19.995,0.05,2022-04-14
PEN,3.733,0.268,2022-04-14
PHP,52.224,0.019,2022-04-14
PLN,4.295,0.233,2022-04-14
SGD,1.358,0.736,2022-04-14
NZD,1.477,0.677,2022-04-14
AUD,1.352,0.74,2022-04-15
CAD,1.261,0.793,2022-04-15
CHF,0.943,1.061,2022-04-15
CNY,6.371,0.157,2022-04-15
EUR,0.925,1.081,2022-04-15
GBP,0.766,1.306,2022-04-15
HKD,7.844,0.127,2022-04-15
INR,76.323,0.013,2022-04-15
MXN,19.962,0.05,2022-04-15
PEN,3.732,0.268,2022-04-15
PHP,52.148,0.019,2022-04-15
PLN,4.285,0.233,2022-04-15
SGD,1.358,0.737,2022-04-15
NZD,1.476,0.678,2022-04-15
AUD,1.352,0.74,2022-04-16
CAD,1.261,0.793,2022-04-16
CHF,0.943,1.06,2022-04-16
CNY,6.371,0.157,2022-04-16
EUR,0.925,1.081,2022-04-16
